distancia,angulo,velocidade,direcao_robo,direcao_inimigo,fui_acertado
774.4057504461841,-49.5515438154003,-8.0,0.0,324.45049882437473,1
768.2651256944117,-53.443902977635084,-8.0,0.0,324.5820946408319,1
762.5717849670152,-57.35858406301449,-8.0,0.0,324.689735478597,1
757.3484738207296,-61.29372146367865,-8.0,0.0,324.7750543932176,1
752.6158032095316,-65.24722477284062,-8.0,0.0,324.8399169925534,1
748.3920327006996,-69.21679141277575,-8.0,0.0,324.88641368339154,1
744.6928697303107,-73.19992421594843,-8.0,0.0,324.91684704345636,1
741.5312900353728,-77.19395384322297,-8.0,0.0,324.93371424028373,1
738.9173841674151,-81.19606571429478,-8.0,0.0,324.9396846130091,1
736.8582345215119,-85.20333091559246,-8.0,0.0,324.9375727419374,1
735.0090091762688,-86.71177311275109,-8.0,0.0,324.93030754063966,1
733.92486736269,-86.86945354986032,-6.0,0.0,320.93030754063966,1
733.4523188478365,-87.18101533189484,-4.0,0.0,315.43030754063966,1
733.2932630314084,-87.64993585910756,-2.0,0.0,308.4303075406396,1
733.0088077491444,-88.27474390806283,0.0,0.0,303.98370259712453,1
732.6493547463492,-88.97712174480174,1.0,0.0,303.35889454816936,1
732.227101514263,-89.75715500497336,2.0,0.0,302.6565167114304,1
731.7542473668725,-90.61490410525849,3.0,0.0,301.8764834512588,1
731.2429765564789,-91.55039554425238,4.0,0.0,301.01873435097366,1
730.7054366389148,-92.56361321640864,5.0,0.0,300.08324291197977,1
730.1537118218133,-93.65448979244518,6.0,0.0,299.0700252398235,1
729.599791068039,-94.8228982340515,7.0,0.0,297.979148663787,1
729.0555307771123,-96.06864352516205,8.0,0.0,296.81074022218064,1
728.6841497406705,-97.3137255777234,8.0,0.0,295.56499493107015,1
728.4850343723396,-98.5575544925699,8.0,0.0,294.3199128785087,1
728.4574100867047,-99.79954428590237,8.0,0.0,293.0760839636622,1
728.6003439127538,-101.03911466633559,8.0,0.0,291.83409417032976,1
728.9127477398388,-102.27569276758925,8.0,0.0,290.5945237898965,1
729.3933821681368,-103.50871482388825,8.0,0.0,289.35794568864287,1
730.0408609303323,-104.73762777596248,8.0,0.0,288.1249236323439,1
730.8536558465246,-105.96189079651639,8.0,0.0,286.8960106802697,1
731.8301022702235,-107.18097672515921,8.0,0.0,285.6717476597157,1
732.9684049797962,-108.3943734040169,8.0,0.0,284.4526617310729,1
734.2666444669123,-109.60158490656464,8.0,0.0,283.2392650522153,1
735.7227835714076,-110.80213265359446,8.0,0.0,282.0320535496675,1
737.3346744105742,-111.99555641164072,8.0,0.0,280.83150580263765,1
739.1000655501621,-113.18141517059692,8.0,0.0,279.6380820445914,1
741.0166093643292,-114.35928789864946,8.0,0.0,278.4522232856352,1
743.0818695323782,-115.52877417400045,8.0,0.0,277.2743505575827,1
745.2933286213022,-116.68949469413259,8.0,0.0,276.10486428223174,1
747.6483957048955,-117.84109166456737,8.0,0.0,274.94414376209954,1
750.1444139723957,-118.98322907016657,8.0,0.0,273.7925467916648,1
752.7786682822563,-120.11559283301543,8.0,0.0,272.65040938606563,1
755.5483926196141,-121.237890861795,8.0,0.0,271.51804562321666,1
758.4507774192712,-122.34985299829596,8.0,0.0,270.3957475944371,1
761.4829767194673,-123.45123086734343,8.0,0.0,269.2837854579361,1
764.6421151153153,-124.54179763689388,8.0,0.0,268.18240758888874,1
767.9252944844484,-125.62134769543287,8.0,0.0,267.0918408193383,1
771.3296004611155,-126.6896962540518,8.0,0.0,266.01229076079926,1
774.8521086386224,-127.74667888071964,8.0,0.0,264.9439422021803,1
778.489890483583,-128.79215097430205,8.0,0.0,263.8869595755125,1
782.2400189488969,-129.8259871858201,8.0,0.0,262.8414874819301,1
786.0995737756502,-130.84808079430252,8.0,0.0,261.807651270412,1
790.0656464772387,-131.85834304436895,8.0,0.0,260.7855576619296,1
794.1353450018984,-132.85670245240811,8.0,0.0,259.77529541186317,1
798.3057980724859,-133.84310408788863,8.0,0.0,258.776936003824,1
802.57415920478,-134.81750883597195,8.0,0.0,257.7905343683435,1
806.9376104077455,-135.77989264720043,8.0,0.0,256.8161296202602,1
811.3933655711488,-136.730245779612,8.0,0.0,255.85374580903172,1
815.9386735475937,-137.6685720382019,8.0,0.0,254.90339267662011,1
820.5708209375184,-138.59488801620915,8.0,0.0,253.96506641803026,1
825.2871345869223,-139.50922234226982,8.0,0.0,253.038750440023,1
830.0849838086059,-140.41161493704354,8.0,0.0,252.12441611396233,1
834.9617823385345,-141.30211628249967,8.0,0.0,251.22202351918858,1
839.9149900395583,-142.18078670664232,8.0,0.0,250.3315221737325,1
844.9421143651804,-143.0476956860656,8.0,0.0,249.45285174958983,1
850.0407115963698,-143.902921168362,8.0,0.0,248.58594277016653,1
855.2083878645726,-144.746548916064,8.0,0.0,247.73071728787016,1
860.4427999741088,-145.57867187347634,8.0,0.0,246.88708954016815,1
866.5651686540277,-146.27278531406532,6.0,0.0,250.88708954016812,1
873.3311294902198,-146.82659237028727,4.0,0.0,256.3870895401682,1
880.3485961904528,-147.2401997925555,2.0,0.0,263.3870895401682,1
887.0867305470491,-147.51980193674083,-0.0,0.0,264.39343866367665,1
893.6678336253912,-147.732097240715,-1.0,0.0,264.1138365194913,1
900.0879678609559,-147.8785956772774,-2.0,0.0,263.9015412155171,1
906.3433413943973,-147.96073259470515,-3.0,0.0,263.75504277895476,1
912.4302773378201,-147.97987064387806,-4.0,0.0,263.672905861527,1
918.3451848793821,-147.93730168969066,-5.0,0.0,263.6537678123541,1
924.0845321430902,-147.83424867584003,-6.0,0.0,263.6963367665415,1
929.644820717959,-147.67186741744123,-7.0,0.0,263.7993897803921,1
935.0225617702424,-147.45124830040768,-8.0,0.0,263.96177103879097,1
940.3836409563097,-147.23347093471244,-8.0,0.0,264.18239015582446,1
945.7281769427158,-147.01847526208005,-8.0,0.0,264.40016752151973,1
951.0562877380216,-146.80620295684977,-8.0,0.0,264.6151631941521,1
956.3680906605186,-146.59659736344042,-8.0,0.0,264.8274354993824,1
961.6925513731486,-146.38931000586334,-8.0,0.0,264.8274354993824,1
966.9720646159445,-146.1848823691334,-8.0,0.0,265.24432845036887,1
972.2356180390285,-145.98296072887362,-8.0,0.0,265.44875608709873,1
977.1535105361119,-141.80991008678734,-8.0,0.0,265.6506777273585,1
981.6948891272193,-137.66366558823586,-8.0,0.0,265.8237283694448,1
985.8313121285723,-133.54212529414917,-8.0,0.0,265.96997286799626,1
989.536765778525,-129.4431593187799,-8.0,0.0,266.09151316208295,1
992.7876733221632,-125.36461714213124,-8.0,0.0,266.19047913745226,1
995.5628983521714,-121.30433329259245,-8.0,0.0,266.2690213141009,1
997.8437439444081,-117.26013159039765,-8.0,0.0,266.3293051636396,1
999.6139488917108,-113.22982813438107,-8.0,0.0,266.37350686583443,1
1000.8596821291763,-109.21123320455655,-8.0,0.0,266.40381032185104,1
1001.5695362576432,-105.20215224243462,-8.0,0.0,266.42240525167557,1
1001.7345209074798,-101.20038606059111,-8.0,0.0,266.4314862137975,1
1001.348299396822,-97.20372797264602,-8.0,0.0,266.4314862137975,1
1000.4062116679484,-93.20997268222408,-8.0,0.0,266.429910483586,1
998.9067284205584,-89.21690029635192,-8.0,0.0,266.42366577400804,1
996.8504761339291,-85.22228460610889,-8.0,0.0,266.4167381598802,1
994.2404793949951,-81.22388898672364,-8.0,0.0,266.4113538501232,1
991.0821617430183,-77.21946474992973,-8.0,0.0,266.4097494695084,1
987.3833481883393,-73.20674962140653,-8.0,0.0,266.41417370630234,1
983.1542692668702,-69.18346647454986,-8.0,0.0,266.4268888348255,1
978.4075663853765,-65.14732246050471,-8.0,0.0,266.45017198168216,1
973.1582980944698,-61.09600868583551,-8.0,0.0,266.4863159957273,1
967.4239467925679,-57.027200603335885,-8.0,0.0,266.5376297703965,1
961.2244252108942,-52.93855929810887,-8.0,0.0,266.60643785289614,1
954.5820818528091,-48.827733869862264,-8.0,0.0,266.6950791581232,1
947.5217043565657,-44.69236513284347,-8.0,0.0,266.80590458636976,1
940.0891464316038,-40.529895394422354,-8.0,0.0,266.80590458636976,1
932.2767990589347,-36.33835994265378,-8.0,0.0,267.10374306180967,1
924.1353910560059,-32.11521652390755,-8.0,0.0,267.2952785135783,1
915.6994085688679,-27.858145162000422,-8.0,0.0,267.5184219323245,1
907.0057080544453,-23.564865047891498,-8.0,0.0,267.77549329423164,1
898.190080342872,-21.24986540382246,-8.0,0.0,268.0687734083406,1
889.3587623822078,-20.929099735988196,-8.0,0.0,268.3837730524096,1
880.511706141296,-20.602391906701026,-8.0,0.0,268.7045387202439,1
871.6488687857975,-20.269558329570366,-8.0,0.0,269.0312465495311,1
862.7702131733903,-19.93040757053022,-8.0,0.0,269.36408012666175,1
853.8757083905552,-19.584739923218844,-8.0,0.0,269.7032308857019,1
844.9653303346466,-19.232346956805955,-8.0,0.0,270.04889853301324,1
836.0390623453068,-18.87301103420451,-8.0,0.0,270.4012914994261,1
827.0968958896814,-18.50650479843137,-8.0,0.0,270.76062742202754,1
818.1893117701628,-18.13200269058898,-8.0,0.0,270.76062742202754,1
809.2153329300078,-17.750450368749195,-8.0,0.0,271.5016357656431,1
800.2254878021876,-17.36098253100964,-8.0,0.0,271.8831880874829,1
791.2198084845852,-16.963327124388833,-8.0,0.0,272.27265592522247,1
782.1983396235883,-16.557199240628297,-8.0,0.0,272.67031133184327,1
773.1611395436402,-16.142300352892228,-8.0,0.0,273.0764392156038,1
764.108281477106,-15.718317498635665,-8.0,0.0,273.4913381033399,1
755.0398549040968,-15.28492240432156,-8.0,0.0,273.91532095759646,1
745.9559670129079,-14.8417705472888,-8.0,0.0,274.3487160519105,1
736.8567442928534,-14.38850014966024,-8.0,0.0,274.7918679089433,1
728.5386275173184,-14.075182211347386,-6.0,0.0,270.79186790894323,1
720.8003469424723,-13.911879748713542,-4.0,0.0,265.29186790894323,1
713.2936420872612,-13.90707842558643,-2.0,0.0,258.29186790894323,1
705.5307678066725,-14.063226864964042,0.0,0.0,255.72656003064563,1
697.6057286637557,-14.303810149530303,1.0,0.0,255.72656003064563,1
689.5177298384876,-14.631716778328625,2.0,0.0,255.32982830670178,1
681.2743965272263,-15.050144544245489,3.0,0.0,255.00192167790348,1
672.8811112015937,-15.562459799794809,4.0,0.0,254.58349391198658,1
664.3437863895414,-16.172247648213872,5.0,0.0,254.0711786564373,1
655.6689612792196,-16.883324194566747,6.0,0.0,253.4613908080182,1
646.8639081297716,-17.699748761701315,7.0,0.0,252.75031426166532,1
637.9367492503933,-18.62583574806424,8.0,0.0,251.9338896945308,1
629.0531000098514,-19.576194452445478,8.0,0.0,251.00780270816782,1
620.2162281041772,-20.551680217728766,8.0,0.0,250.0574440037866,1
611.4295977837118,-21.55317612101044,8.0,0.0,249.08195823850332,1
602.6968807649755,-22.581592639632227,8.0,0.0,248.08046233522163,1
594.0219674904952,-23.637867051891202,8.0,0.0,247.05204581659987,1
585.4089786886626,-24.722962526143714,8.0,0.0,245.9957714043409,1
577.0121800501878,-25.840049610901605,8.0,0.0,245.9957714043409,1
568.5364909903154,-26.985498784156423,8.0,0.0,243.79358884533045,1
560.1365746888218,-28.162782323170898,8.0,0.0,242.64813967207567,1
551.8175894450758,-29.37294879063308,8.0,0.0,241.47085613306118,1
543.5849830172893,-30.61706135454106,8.0,0.0,240.26068966559902,1
535.4445039148012,-31.896193703738344,8.0,0.0,239.01657710169098,1
527.4022120647429,-33.2114251588158,8.0,0.0,237.73744475249373,0
519.4644885959322,-34.563834885148665,8.0,0.0,236.4222132974163,1
511.981664594786,-40.00376809187652,8.0,0.0,235.06980357108338,1
505.016893488763,-45.52831728587114,8.0,0.0,233.62987036435555,1
498.6307057136885,-51.13310964675335,8.0,0.0,232.10532117036095,1
492.8797848733778,-56.8122259778651,8.0,0.0,230.50052880947874,1
487.81568143334243,-62.55817260243717,8.0,0.0,228.821412478367,1
483.48351768265485,-68.36191846217245,8.0,0.0,227.07546585379492,1
480.17057852527427,-74.21679689893176,8.0,0.0,227.07546585379492,1
477.13207079984187,-78.09621494156184,8.0,0.0,223.41684155730033,1
474.35283591274975,-79.99369780443301,8.0,0.0,221.53742351467025,1
471.83676693915226,-81.90741974178201,8.0,0.0,219.6399406517991,1
469.58724001231354,-83.83544329119105,8.0,0.0,217.72621871445006,1
467.6070793572976,-85.7757299923624,8.0,0.0,215.79819516504102,1
465.89852668464056,-87.72615285194456,8.0,0.0,213.8579084638697,1
464.4632156261384,-89.68451039214196,8.0,0.0,211.90748560428753,1
463.302151806875,-91.64854206922442,8.0,0.0,209.94912806409013,1
462.4156990361629,-93.61594480166119,8.0,0.0,207.98509638700764,1
461.8035719687648,-95.58439030891071,8.0,0.0,206.0176936545709,1
461.46483544140506,-97.55154293304675,8.0,0.0,204.04924814732132,1
461.397910533993,-99.51507759803333,8.0,0.0,202.08209552318536,1
461.60058724654726,-101.47269755657992,8.0,0.0,200.11856085819875,1
462.34128754985653,-103.42632156995076,8.0,0.0,200.11856085819875,1
463.0745204741359,-105.36426558476145,8.0,0.0,196.20731688628135,1
464.0670003307437,-107.2897535359823,8.0,0.0,194.26937287147067,1
465.3142444685399,-109.20076738887683,8.0,0.0,192.34388492024976,1
466.81128874251465,-111.09539170489202,8.0,0.0,190.43287106735525,1
469.4537856617195,-112.73697113103954,6.0,0.0,194.43287106735528,1
472.89443490793747,-114.11501720088393,4.0,0.0,199.93287106735525,1
476.60047718355554,-115.2296771460045,2.0,0.0,205.51862125534817,1
480.06501029432025,-116.09342835572242,-0.0,0.0,204.40396131022757,1
483.4498066630094,-116.82821622945266,-1.0,0.0,203.54021010050965,1
486.74049704894526,-117.43672176747415,-2.0,0.0,202.80542222677946,1
489.9232431264613,-117.92156540910652,-3.0,0.0,202.19691668875794,1
492.9846829110325,-118.28528352647372,-4.0,0.0,201.71207304712559,1
495.9118730535291,-118.53030815689577,-5.0,0.0,201.34835492975836,1
498.66698019025415,-118.6594741428132,-6.0,0.0,201.34835492975836,1
501.28828254726704,-118.67390193199334,-7.0,0.0,200.9741643134189,1
503.73842173855184,-118.57613642969176,-8.0,0.0,200.95973652423876,1
506.1765641617416,-118.47958209203476,-8.0,0.0,201.05750202654036,1
508.602847730917,-118.38421369525268,-8.0,0.0,201.15405636419734,1
511.0174076888469,-118.29000675224555,-8.0,0.0,201.24942476097945,1
513.4203766796397,-118.19693748502009,-8.0,0.0,201.34363170398655,1
515.8118848188614,-118.10498279837888,-8.0,0.0,201.43670097121202,1
518.1920597612311,-118.01412025479667,-8.0,0.0,201.5286556578532,1
520.5610267659933,-117.92432805041955,-8.0,0.0,201.61951820143543,1
522.9189087600641,-117.83558499212904,-8.0,0.0,201.70931040581257,1
525.2658263990446,-117.74787047561516,-8.0,0.0,201.79805346410305,1
528.0871946776899,-121.63118339608644,-8.0,0.0,201.88576798061692,1
531.360314717358,-125.48279058362294,-8.0,0.0,202.00245506014568,1
535.0810345476053,-129.29995246863376,-8.0,0.0,202.00245506014568,1
539.1823121347969,-133.08144346801183,-8.0,0.0,202.33368598759833,1
543.6571401740811,-136.82526198343652,-8.0,0.0,202.55219498822026,1
548.4770144869694,-140.53015556499795,-8.0,0.0,202.80837647279554,1
553.6126566090542,-144.19521833665436,-8.0,0.0,203.10348289123414,1
559.0342567593453,-147.81986948023146,-8.0,0.0,203.43842011957773,1
564.7116970652535,-151.40382802976654,-8.0,0.0,203.81376897600063,1
570.6147534593035,-154.94708525023358,-8.0,0.0,204.2298104264656,1
569.9308245704174,-158.1803482836931,-8.0,0.0,204.68655320599854,1
568.596223703772,-167.38643328835184,-8.0,0.0,205.45329017253906,1
567.2617512586219,-176.59065050317113,-8.0,0.0,206.2472051678803,1
565.9274078281942,174.20700869944818,-8.0,0.0,207.04298795306102,1
564.5931940097764,165.00655300615165,-8.0,0.0,207.84064715568033,1
563.2591104047531,155.80799116316473,-8.0,0.0,208.64019146238383,1
562.0357428008888,146.61307637218366,-8.0,0.0,208.64019146238383,1
560.7019105241303,137.4181698977793,-8.0,0.0,210.24671482841575,1
559.368210238819,128.2251831327417,-8.0,0.0,211.0518083540114,1
558.0346425627489,119.03412506193234,-8.0,0.0,211.8588215889738,1
557.0414791337954,109.94175383159116,-8.0,0.0,212.66776351816443,1
556.9365836477106,101.50878648742166,-6.0,0.0,208.6677635181644,1
557.2234482520514,93.72805213701784,-4.0,0.0,203.16776351816443,1
557.2857629142057,86.59142410264346,-2.0,0.0,196.16776351816443,1
556.4041639255435,80.09783367639997,0.0,0.0,195.72506255887552,1
554.5819657530652,74.34150762228717,1.0,0.0,196.23147213263206,1
551.7268578846068,69.31490277770456,2.0,0.0,196.7251460785193,1
547.7866499405911,65.01154451191351,3.0,0.0,197.1985412339366,1
543.2236003779733,61.334138236484094,4.0,0.0,197.64518296814558,1
538.0404954083872,57.526951159295116,5.0,0.0,197.96777669271614,1
532.2234326208984,53.5837692064386,6.0,0.0,197.96777669271614,1
525.8218234081243,49.49629083770092,7.0,0.0,198.21740766267072,1
518.8295443252657,45.25633946348644,8.0,0.0,198.12992929393297,1
511.43284844401455,40.964720965341535,8.0,0.0,197.88997791971858,1
503.66095922586163,36.615721359985066,8.0,0.0,197.59835942157363,1
495.54617157387054,32.20335997911397,8.0,0.0,197.24935981621715,1
487.1240150421574,27.72138746223293,8.0,0.0,196.8369984353461,1
478.4334261436388,23.16329330647774,8.0,0.0,196.35502591846512,1
469.5169251941581,18.522326245803907,8.0,0.0,195.79693176270987,1
460.4207908580064,13.791531501878787,8.0,0.0,195.15596470203602,1
451.1952225848403,8.96380978114629,8.0,0.0,194.4251699581109,1
441.8944773427948,4.032003720984074,8.0,0.0,193.59744823737844,1
432.5769623924057,-1.0109818039832326,8.0,0.0,192.6656421772162,1
423.3052603389774,-6.172018702950484,8.0,0.0,191.62265665224893,1
414.1460565412114,-11.457547384834797,8.0,0.0,190.46161975328167,1
405.16993259803945,-16.873315670516167,8.0,0.0,189.1760910713974,1
396.32504411747914,-19.877008979723726,8.0,0.0,187.760322785716,1
387.5574063127061,-21.44406424018829,8.0,0.0,186.25662947650844,1
378.8760730994426,-23.078007188919827,8.0,0.0,184.68957421604384,1
370.29095883706395,-24.7825261431758,8.0,0.0,183.05563126731232,1
361.8129095747233,-26.56146154505072,8.0,0.0,181.35111231305635,1
353.4537758828324,-28.418789329159864,8.0,0.0,179.57217691118143,1
345.2264856840903,-30.358596578983686,8.0,0.0,177.71484912707228,1
337.1451148975484,-32.38504770052766,8.0,0.0,175.77504187724847,1
329.224952974749,-34.502339117540636,8.0,0.0,173.74859075570447,1
321.4825595317273,-36.71464030946118,8.0,0.0,171.6312993386915,1
313.93580726949375,-39.02601891354604,8.0,0.0,169.41899814677092,1
306.6039052526803,-41.440347654097856,8.0,0.0,167.1076195426861,1
299.50739543431837,-43.96119111945926,8.0,0.0,164.69329080213424,1
292.66811416703905,-46.59167097273784,8.0,0.0,162.17244733677288,1
286.47439076046436,-49.34191313993081,8.0,0.0,162.17244733677288,1
280.41172961699,-52.19929460976904,8.0,0.0,158.17244733677288,1
274.5197448328253,-55.165456776392915,8.0,0.0,154.17244733677288,1
268.9490796805469,-58.24421923957786,8.0,0.0,150.96818167983923,1
263.75838342929865,-61.43496507746616,8.0,0.0,147.88941921665426,1
258.9732092809058,-64.73432700035626,8.0,0.0,144.698673378766,1
254.61842033266325,-68.13718407543955,8.0,0.0,141.39931145587587,1
250.71761464223303,-71.63652990522317,8.0,0.0,137.99645438079258,1
247.292501403474,-75.22340280117874,8.0,0.0,134.49710855100898,1
244.36225546073476,-78.88689606041625,8.0,0.0,130.91023565505336,1
241.9428851878603,-82.6142626019012,8.0,0.0,127.24674239581587,1
240.04665418120527,-86.39112143341903,8.0,0.0,123.51937585433093,1
238.68159880937068,-90.20176413574723,8.0,0.0,119.74251702281312,1
237.85118037692394,-94.02954887981728,8.0,0.0,115.9318743204849,1
237.55410221684812,-97.85735910576604,8.0,0.0,112.10408957641484,1
237.7843091452156,-101.66809577856606,8.0,0.0,108.27627935046608,1
239.1538358724595,-104.97602791364336,6.0,0.0,108.27627935046608,1
241.68843919207623,-107.75648735019747,4.0,0.0,113.77627935046608,0
244.66347440319888,-110.00251790308835,2.0,0.0,118.37715110603466,1
248.02538270789697,-115.69101772711012,-0.0,0.0,116.13112055314373,1
251.88495106183774,-121.04796095435687,-1.0,0.0,114.44262072912197,1
256.1726909824884,-126.07232758959648,-2.0,0.0,113.08567750187522,1
260.82101292146467,-130.76815026729577,-3.0,0.0,112.06131086663562,1
265.76603662500685,-135.14337563225516,-4.0,0.0,111.36548818893633,1
270.94876366612107,-139.20878311250516,-5.0,0.0,110.990262823977,1
276.31572042708194,-142.9770329387066,-6.0,0.0,110.92485534372697,1
281.66097028357797,-144.50866770874734,-7.0,0.0,111.15660551752559,1
286.8036436203605,-143.86262160557126,-8.0,0.0,111.62497074748474,1
291.89241361931005,-143.2421981770342,-8.0,0.0,112.27101685066091,1
296.92869572891016,-142.64574515032328,-8.0,0.0,112.89144027919794,1
301.9138547389259,-142.0717544073896,-8.0,0.0,113.48789330590888,1
306.84920595963195,-141.51884637659,-8.0,0.0,114.06188404884257,1
311.73601660414755,-140.9857564190618,-8.0,0.0,114.61479207964214,1
316.57550730716827,-140.47132291865628,-8.0,0.0,115.14788203717039,1
321.3688537289599,-139.97447683168988,-8.0,0.0,115.66231553757582,1
326.11718820557564,-139.49423249172665,-8.0,0.0,116.15916162454225,1
330.82160141565896,-139.02967949673257,-8.0,0.0,116.63940596450547,1
335.09958357934,-134.6493220516837,-8.0,0.0,117.10395895949958,1
338.9266453568394,-130.34354587813363,-8.0,0.0,117.4843164045484,1
342.2814707430646,-126.10339587886614,-8.0,0.0,117.7900925780985,1
345.14563404999546,-121.92050183476519,-8.0,0.0,118.030242577366,1
347.50336003516475,-117.78700352029603,-8.0,0.0,118.21313662146699,1
349.3413222978839,-113.69547678441788,-8.0,0.0,118.34663493593607,1
350.6484755256751,-109.63886133923354,-8.0,0.0,118.43816167181416,1
351.41591774412666,-105.61039043436449,-8.0,0.0,118.49477711699858,1
351.6367793384808,-101.60352219781738,-8.0,0.0,118.52324802186756,1
351.30613623925876,-97.61187213965623,-8.0,0.0,118.53011625841467,1
350.42094528146185,-93.62914610314714,-8.0,0.0,118.52176631657586,1
348.97762530603814,-89.64914173726282,-8.0,0.0,118.52176631657586,1
346.9815431192714,-85.66540394815,-8.0,0.0,118.48449671896925,1
344.4327303687458,-81.67156640696516,-8.0,0.0,118.46823450808212,1
341.33542892318746,-77.66100074869523,-8.0,0.0,118.46207204926692,1
337.6957440477872,-73.62680442526747,-8.0,0.0,118.4726377075368,1
333.52170565697935,-69.56171267719428,-8.0,0.0,118.5068340309646,1
328.8233557828122,-65.45800159443907,-8.0,0.0,118.57192577903774,1
323.61286605858237,-61.30738022058386,-8.0,0.0,118.67563686179295,1
317.904690199646,-57.10086945210812,-8.0,0.0,118.8262582356482,1
311.71575786464143,-52.82866531468674,-8.0,0.0,119.03276900412389,1
305.0657179418186,-48.47998411449261,-8.0,0.0,119.30497314154532,1
297.97724125934445,-44.0428870569818,-8.0,0.0,119.65365434173941,1
290.4763949739121,-39.504082353095605,-8.0,0.0,120.09075139925022,1
282.5931034044779,-34.8487038460015,-8.0,0.0,120.62955610313641,1
274.45212293211506,-30.057117061936175,-8.0,0.0,120.62955610313641,1
