distancia,angulo,velocidade,direcao_robo,direcao_inimigo,fui_acertado
265.9119023011805,-25.116697605899034,-8.0,0.0,122.0765213942958,1
257.1084787357193,-20.003215681668788,-8.0,0.0,123.01694085033296,1
248.09419073760304,-14.692973925775986,-8.0,0.0,124.13042277456317,1
238.9294936959836,-9.159474295230634,-8.0,0.0,125.44066453045598,1
229.6843194534211,-3.373331313975106,-8.0,0.0,126.97416416100133,1
220.43959131140224,2.697600065613175,-8.0,0.0,128.76030714225683,1
211.28881690431365,9.0877309996562,-8.0,0.0,130.8312385218452,1
204.2644490778005,15.679608609708534,-8.0,0.0,133.2213694558882,1
199.36359229861483,23.860136862622937,-8.0,0.0,135.8132470659405,1
196.45945751721442,33.457907083946644,-8.0,0.0,138.4937753188549,1
195.22930420258484,44.2707014382131,-8.0,0.0,141.09154554017857,1
194.55245805072704,56.35229863716005,-8.0,0.0,143.40433989444506,1
194.15584224619306,65.15003035255154,-8.0,0.0,145.48593709339198,1
194.09588833417874,66.67229272097218,-8.0,0.0,147.28366880878357,1
194.33616960985043,67.91227234352756,-8.0,0.0,148.80593117720423,1
195.02540571493526,68.87406586943817,-8.0,0.0,148.80593117720423,1
194.47015001580735,76.5911673096855,-8.0,0.0,151.0077043256702,1
193.3021632729895,86.38185559436542,-8.0,0.0,152.47480576591752,1
192.14469880237235,98.13030784565414,-8.0,0.0,154.51549405059745,1
190.66144523195595,109.90872851277192,-8.0,0.0,157.01394630188614,1
189.4538138835658,120.69549236165666,-6.0,0.0,153.01394630188614,1
187.92776067411413,129.9528178487145,-4.0,0.0,147.51394630188616,1
185.49387301258767,137.72199080197805,-2.0,0.0,141.08645630494647,1
181.62773709763158,144.04806105194282,0.0,0.0,140.91812925821006,1
176.491548423391,149.24615924216369,1.0,0.0,140.05669950817483,1
170.09855221145324,153.30672172008747,2.0,0.0,138.8172976983957,1
162.48413964364818,156.18905280694074,3.0,0.0,137.19036017631944,1
154.3964276224591,157.9169472759566,4.0,0.0,135.13519126317274,1
146.11120324909115,159.01105546615304,5.0,0.0,132.67558573218858,0
137.6656300876635,159.5769106004125,6.0,0.0,129.76969392238502,1
129.56817995465383,151.0611089606252,7.0,0.0,126.33554905664445,1
122.7089613845798,141.302022734573,8.0,0.0,126.33554905664445,1
117.07999089848738,130.72600022858205,8.0,0.0,122.33554905664444,1
113.05778933406981,119.40311924413027,8.0,0.0,118.33554905664444,1
110.97808429742061,107.52010772413766,8.0,0.0,114.33554905664444,1
111.07191074459902,95.37661053025937,8.0,0.0,110.33554905664441,1
113.41246121953256,83.33207872239343,8.0,0.0,106.33554905664441,1
117.63402968484195,73.68057847437449,8.0,0.0,102.33554905664441,1
123.29216916907063,66.55646041457243,8.0,0.0,98.3355490566444,1
130.1893403399268,60.025724340423466,8.0,0.0,94.3355490566444,1
138.1212432928622,54.098285795508644,8.0,0.0,90.3355490566444,1
145.8793663212828,49.4205394893938,6.0,0.0,86.33554905664438,1
153.0604748390942,45.7828084407754,4.0,0.0,80.83554905664438,1
159.54680266115187,43.05354904990805,2.0,0.0,73.8355490566444,1
163.98226435134518,41.622217091372825,-0.0,0.0,65.3355490566444,1
166.80715899884763,41.04788082889754,-1.0,0.0,58.38085554760484,1
167.96946669217917,41.27172912242881,-2.0,0.0,57.806519285129546,1
167.4861639854818,42.28315656143159,-3.0,0.0,57.806519285129546,1
166.11577868021448,43.874116741251456,-4.0,0.0,59.04179501766361,1
163.92730599626745,46.080196280370394,-5.0,0.0,60.63275519748345,1
161.00682326189002,48.95310669553619,-6.0,0.0,62.8388347366024,1
157.4767288583385,52.5612356623449,-7.0,0.0,65.7117451517682,1
153.50592791615182,56.988059902952024,-8.0,0.0,69.3198741185769,1
149.46603868663885,61.9469301211633,-8.0,0.0,73.3198741185769,1
146.83294188445072,66.4153910830878,-8.0,0.0,77.31987411857692,1
145.22699815211774,70.26579184660994,-8.0,0.0,81.31987411857692,1
144.29010066652972,73.41083313539006,-8.0,0.0,85.31987411857692,1
143.4713352705434,76.18335551520396,-8.0,0.0,89.31987411857693,1
142.68332485241766,78.56783161942846,-8.0,0.0,92.94199397143598,1
141.97466174593688,80.56102245596526,-8.0,0.0,95.32647007566048,1
141.29620242800536,82.15591002153565,-8.0,0.0,97.31966091219726,1
140.6198361819731,83.34789240227622,-8.0,0.0,98.91454847776768,1
139.93885029150508,84.13356230346736,-8.0,0.0,100.10653085850824,1
139.3764203678368,84.51728572441033,-8.0,0.0,100.10653085850824,1
138.75162449892807,84.48221140000422,-8.0,0.0,101.27592418064232,1
138.13170321006962,84.44717437121695,-8.0,0.0,101.24084985623625,1
137.51665102761646,84.41217724690195,-8.0,0.0,101.20581282744895,1
136.90646211453148,84.37722264642866,-8.0,0.0,101.170815703134,1
136.30113026902313,84.34231319879576,-8.0,0.0,101.13586110266067,1
135.70064892330785,84.30745154172803,-8.0,0.0,101.10095165502774,1
135.10501114249954,84.27264032075544,-8.0,0.0,101.06608999796003,1
135.28725967084827,83.42841692055063,-6.0,0.0,97.06608999796002,1
136.16381425701476,81.76667152568876,-4.0,0.0,91.56608999796002,1
137.57507515818196,79.29944620667125,-2.0,0.0,84.56608999796003,1
139.28248916370887,76.06404195674538,0.0,0.0,76.06608999796002,1
141.30666637449286,72.51416938434208,1.0,0.0,72.82268041297739,1
143.6841879137883,68.68322296696607,2.0,0.0,69.27280784057409,1
146.4417019407493,64.60797619777408,3.0,0.0,65.44186142319809,1
149.59491944788962,60.32719784299938,4.0,0.0,61.36661465400608,1
152.4078497293215,56.4941744800926,5.0,0.0,61.36661465400608,1
154.04624586253826,53.0423819616871,6.0,0.0,55.116614654006085,1
154.26705522315672,49.886872072816864,7.0,0.0,49.80102041791912,1
153.08074091474663,46.93678093752421,8.0,0.0,46.64551052904887,1
151.17782467879687,44.22676029075179,8.0,0.0,43.695419393756204,1
148.4970726730327,41.7244002026558,8.0,0.0,40.98539874698379,1
144.98817742741116,39.399411956813296,8.0,0.0,38.48303865888783,1
140.60945197716748,37.22311089411131,8.0,0.0,36.15805041304531,1
135.32591362128449,35.16758904593625,8.0,0.0,33.98174935034332,1
129.10767518800648,33.20451201160839,8.0,0.0,31.92622750216827,1
121.92855860700534,31.303338888399512,8.0,0.0,29.96315046784039,1
113.76484374633964,29.428525612035507,8.0,0.0,28.061977344631526,1
105.48180430962807,27.28367258324981,8.0,0.0,26.187164068267503,1
97.07402642718662,24.797271323516537,8.0,0.0,24.04231103948181,1
88.53807618634394,21.868896970686254,8.0,0.0,21.55590977974853,1
79.87493447712431,18.352840898723343,8.0,0.0,18.62753542691825,1
71.58468481491235,14.00262830985263,8.0,0.0,18.62753542691825,1
63.25458228113796,8.542859785120111,8.0,0.0,14.627535426918252,1
55.89804843202216,3.615226135937474,6.0,0.0,18.62753542691825,0
48.72976461789463,-0.4266980728605366,4.0,0.0,20.37386459216949,1
41.18226691649618,-8.028410628307912,2.0,0.0,16.331940383371453,1
41.18226691649618,-12.028410628307915,-0.0,0.0,12.730227827924105,1
40.03810306683246,-10.917272430703816,-1.0,0.0,12.730227827924079,1
37.835087651994556,-18.228388790679023,-2.0,0.0,13.841366025528199,1
