distancia,angulo,velocidade,direcao_robo,direcao_inimigo,seguro
507.9098859537728,-31.7560790563728,-8.0,0.0,331.961122382825,1
501.76935668344044,-31.255789642135003,-8.0,0.0,327.96112238282507,1
496.8228915816074,-30.629473360947504,-8.0,0.0,323.961122382825,1
493.1367167352392,-29.880458378391676,-8.0,0.0,319.961122382825,1
490.78010021133764,-29.01461396433041,-8.0,0.0,315.961122382825,1
489.8236954772767,-28.040423041204466,-8.0,0.0,311.961122382825,1
490.3375999830513,-26.96892464551655,-8.0,0.0,307.961122382825,1
492.3892298724463,-25.813507241522803,-8.0,0.0,303.96112238282495,1
496.0411453034149,-24.589548000473012,-8.0,0.0,299.961122382825,1
500.4307876215994,-23.35922394026741,-8.0,0.0,295.96112238282495,1
505.5794247980756,-22.131721311842934,-8.0,0.0,291.96112238282495,1
511.5008289687398,-20.91611129664094,-8.0,0.0,287.96112238282495,1
518.2011864208966,-19.721143518823393,-8.0,0.0,283.96112238282495,1
525.6791956978293,-18.555057196689596,-8.0,0.0,279.96112238282495,1
532.0184628182267,-17.489920995640517,-8.0,0.0,275.96112238282495,1
537.1722848558476,-16.519033749064363,-8.0,0.0,271.96112238282495,1
541.0952509923076,-15.636997361766108,-8.0,0.0,267.9611223828249,1
543.742754543111,-14.839563587411257,-8.0,0.0,263.96112238282495,1
546.0404954172394,-14.097917348384915,-8.0,0.0,259.9611223828249,1
547.9528785409371,-13.413464145620564,-8.0,0.0,255.96112238282493,1
549.0880949324471,-12.76422575182578,-8.0,0.0,254.96112238282495,1
548.8295436253281,-12.111006670882464,-8.0,0.0,258.961122382825,1
547.1608946419265,-11.4523273208968,-8.0,0.0,262.96112238282495,1
544.0678156905974,-10.78665815949908,-8.0,0.0,266.961122382825,1
539.5380216571134,-10.112371194014509,-8.0,0.0,270.96112238282495,1
533.5613241628294,-9.42768568494261,-8.0,0.0,274.961122382825,1
527.1181171176883,-8.714105988330559,-8.0,0.0,278.961122382825,1
520.2080915050833,-7.972746396077747,-8.0,0.0,282.961122382825,1
512.8325357828564,-7.204655793804991,-8.0,0.0,286.961122382825,1
506.9818172348984,-6.385578522482258,-8.0,0.0,290.961122382825,1
502.8424506724677,-6.035000340615346,0.0,0.0,294.96112238282507,1
501.0708939676924,-6.170692840601045,1.0,0.0,304.961122382825,1
501.8189157327243,-6.38263055746384,2.0,0.0,314.211122382825,1
504.34450739565796,-6.66344836458762,3.0,0.0,322.711122382825,1
508.8347421896116,-6.989321294521413,4.0,0.0,330.46112238282495,1
515.4140478487889,-7.335366794559847,5.0,0.0,337.46112238282495,1
524.1522299039073,-7.678611350218014,6.0,0.0,343.711122382825,1
535.0756785062791,-8.000221855275718,7.0,0.0,349.211122382825,1
548.1796713135869,-8.28686170248837,8.0,0.0,353.961122382825,1
562.513138136923,-8.492992487406108,8.0,0.0,357.961122382825,1
578.0322752552796,-8.621850400229402,8.0,0.0,1.961122382825036,1
593.7066485479415,-8.692122691848866,8.0,0.0,5.961122382825036,1
607.5194748825467,-8.735953492303059,8.0,0.0,9.961122382825035,1
619.4317597663473,-8.754892662760328,8.0,0.0,13.961122382825037,1
629.4044735461562,-8.750165651698955,8.0,0.0,17.96112238282504,1
637.3987212663296,-8.722727551272696,8.0,0.0,21.961122382825035,1
641.4099781858522,-8.688079566186422,0.0,0.0,25.961122382825035,1
638.4725306669168,-8.740113466175323,-1.0,0.0,35.96112238282503,1
633.7024588718994,-8.858969292868107,-2.0,0.0,45.21112238282503,1
627.2685968300613,-9.068650380706439,-3.0,0.0,53.71112238282503,1
619.368448456865,-9.389176757100483,-4.0,0.0,61.461122382825025,1
610.2086883821919,-9.837153341794203,-5.0,0.0,68.46112238282501,1
599.9902441279144,-10.426512811842558,-6.0,0.0,74.71112238282502,1
588.3412483816527,-11.138354789553357,-7.0,0.0,74.96112238282493,1
578.2005061159551,-11.730289673452582,-5.0,0.0,79.71112238282494,1
569.3178737032588,-12.176156515683033,-3.0,0.0,85.96112238282494,1
561.2853821310057,-12.448007577786344,-1.0,0.0,93.71112238282494,1
553.5019764706334,-12.574830972254272,0.5,0.0,102.96112238282494,1
545.5205843095072,-12.60127390339927,1.5,0.0,112.58612238282494,1
537.0440149729554,-12.53050651650207,2.5,0.0,121.46112238282493,1
527.835848226485,-12.370745739502032,3.5,0.0,129.58612238282493,1
517.7213818026553,-12.132680746844642,4.5,0.0,136.96112238282493,1
506.58241867681744,-11.827320107657373,5.5,0.0,143.58612238282493,1
494.3488289875085,-11.46427583510385,6.5,0.0,149.46112238282493,1
480.98912886977087,-11.050401052484853,7.5,0.0,154.58612238282493,1
466.890464660477,-10.62724531870118,8.0,0.0,158.96112238282495,1
452.4800261149014,-10.23394551476062,8.0,0.0,162.96112238282495,1
437.9332104985352,-9.844809581987535,8.0,0.0,164.96112238282495,1
423.7374975366261,-9.36797541365792,8.0,0.0,160.96112238282493,1
409.9375511446036,-8.798959325979782,8.0,0.0,156.96112238282493,1
399.8401011365581,-8.640069123162037,0.0,0.0,152.96112238282493,1
392.48194824948774,-8.93784066258165,-1.0,0.0,142.96112238282495,1
385.40873782743824,-9.39397497718298,-2.0,0.0,133.71112238282493,1
378.37016703938076,-10.028228119816552,-3.0,0.0,125.21112238282493,1
371.15417268135235,-10.853251728078162,-4.0,0.0,117.46112238282493,1
363.59873819295814,-11.877641762123213,-5.0,0.0,110.46112238282493,1
355.597123623723,-13.108922126506036,-6.0,0.0,104.21112238282493,1
347.09907110311264,-14.556174343744123,-7.0,0.0,98.71112238282493,1
338.11030812365146,-16.232177685780325,-8.0,0.0,93.96112238282493,1
328.8743412180522,-17.983631521994138,-8.0,0.0,89.96112238282493,1
319.4146439140058,-19.815807715236705,-8.0,0.0,85.96112238282493,1
309.7568029514226,-21.73479643935917,-8.0,0.0,81.9611223828249,1
299.92867647661285,-23.747608938203005,-8.0,0.0,77.9611223828249,1
289.96059087322084,-25.86229120585214,-8.0,0.0,73.9611223828249,1
279.8855823382956,-28.0880471574166,-8.0,0.0,69.9611223828249,1
269.73968961899243,-30.435367955051785,-8.0,0.0,65.96112238282488,1
259.5623040732088,-32.91616113914326,-8.0,0.0,61.961122382824875,1
249.39658192988082,-35.54386858205433,-8.0,0.0,57.961122382824875,1
239.28992054677212,-38.33355536455687,-8.0,0.0,53.961122382824875,1
229.2944944423817,-41.30194166750551,-8.0,0.0,49.961122382824875,1
219.87299661953688,-48.56755784903367,-8.0,0.0,45.961122382824875,1
211.18053865715726,-56.13415191894838,-8.0,0.0,41.961122382824875,1
203.36799884924318,-63.99400922033801,-8.0,0.0,37.961122382824875,1
196.57438806488727,-72.12454779627139,-8.0,0.0,33.961122382824875,1
190.9175032482542,-80.48579760501735,-8.0,0.0,29.961122382824875,1
186.48378909711417,-89.01977925396598,-8.0,0.0,25.961122382824882,1
183.3189990807193,-97.65265137224752,-8.0,0.0,21.961122382824882,1
181.42162693862048,-106.29987475685304,-8.0,0.0,17.961122382824882,1
180.74083875220938,-114.87367644692145,-8.0,0.0,13.96112238282488,1
181.17968997610265,-123.29122180064326,-8.0,0.0,9.961122382824882,1
179.35152881470964,-130.2927313410519,-8.0,0.0,5.9611223828248825,1
175.45492278798193,-142.54955972659232,-8.0,0.0,1.9611223828248816,1
171.34823979616235,-154.81838407162726,-8.0,0.0,357.96112238282484,1
167.03675509125313,-167.10075649054875,-8.0,0.0,353.9611223828249,1
161.52609200996181,-179.39473266646544,-8.0,0.0,349.9611223828249,1
154.85944001518396,168.88466635262785,-8.0,0.0,345.96112238282484,1
147.5563427049894,157.4696514657676,-8.0,0.0,344.96112238282495,1
140.54040167841157,146.0363541119457,-8.0,0.0,348.96112238282495,1
136.43266571382557,135.34877686386116,-8.0,0.0,352.9611223828249,1
134.80181456717918,123.53937895674217,-8.0,0.0,356.9611223828249,1
134.5348913632621,110.5407168999682,-8.0,0.0,0.9611223828249454,1
135.1864310756669,98.73090725484982,-8.0,0.0,4.9611223828249456,1
136.3258403220774,88.1574423627715,-8.0,0.0,8.961122382824945,1
137.58421317708144,78.8106235267522,-8.0,0.0,12.961122382824945,1
138.6730130813594,70.6502507833379,-8.0,0.0,16.961122382824946,1
139.38357895927624,63.62700897187282,-8.0,0.0,20.961122382824943,1
139.57698861797593,57.696648214401556,-8.0,0.0,24.961122382824943,1
139.17113094029344,52.828380667830004,-8.0,0.0,28.961122382824946,1
138.7870150471081,48.69805043128062,-8.0,0.0,32.961122382824946,1
138.42670078699953,44.55625839456347,-8.0,0.0,36.961122382824946,1
138.09213644352587,40.403683815411696,-8.0,0.0,40.961122382824946,1
137.78514517786996,36.24108166067262,-8.0,0.0,44.961122382824946,1
137.50741199558053,32.06927904889242,-8.0,0.0,48.961122382824946,1
137.26047139923458,27.889170789752868,-8.0,0.0,52.961122382824946,1
137.0456958888983,23.701714035520293,-8.0,0.0,56.96112238282494,1
136.86428546852147,19.507922080455298,-8.0,0.0,60.961122382824946,1
136.71725830868323,15.308857365288281,-8.0,0.0,64.96112238282495,1
136.60544270437146,11.105623764605948,-8.0,0.0,68.96112238282495,1
136.52947045085563,6.899358254477589,-8.0,0.0,72.96112238282495,1
136.48977174149894,2.6912220750541525,-8.0,0.0,76.96112238282497,1
136.4865716690195,-1.5176084825728033,-8.0,0.0,80.96112238282497,1
136.51988838684915,-5.725951524926576,-8.0,0.0,84.96112238282498,1
136.58953296061085,-9.932629092786481,-8.0,0.0,88.96112238282498,1
136.69511091214528,-14.136476635945135,-8.0,0.0,92.96112238282498,1
136.83602543085618,-18.33635227796929,-8.0,0.0,96.961122382825,0
138.86093975324994,-22.214929682750657,-8.0,0.0,100.961122382825,1
142.70799041384282,-27.22482579286659,-8.0,0.0,104.961122382825,1
148.25423135857906,-33.29636247696665,-8.0,0.0,108.96112238282501,1
155.2845242577871,-40.354677202443604,-8.0,0.0,112.96112238282501,1
162.8116675792473,-47.60420952585925,-8.0,0.0,116.96112238282501,1
169.1535789251352,-46.212269865295816,-8.0,0.0,120.96112238282502,1
174.5731276015365,-45.000315059610465,-8.0,0.0,124.96112238282502,1
179.01465416924438,-43.93955713268447,-8.0,0.0,128.96112238282504,1
182.42836768240474,-43.00882376275174,-8.0,0.0,132.96112238282504,1
187.0027201279188,-41.575539936720986,-8.0,0.0,136.96112238282504,1
192.63852730451228,-39.757309948300225,-8.0,0.0,140.96112238282504,1
198.8423464683501,-37.75568447871875,-8.0,0.0,144.96112238282504,1
205.66950441006855,-35.610595045670536,-8.0,0.0,148.96112238282504,1
213.1730128717687,-33.36079591372738,-8.0,0.0,152.96112238282507,1
221.40081333128686,-31.043097291898192,-8.0,0.0,156.96112238282507,1
230.39371289560975,-28.69162126058246,-8.0,0.0,160.96112238282507,1
240.184040674306,-26.337160042252382,-8.0,0.0,164.9611223828249,1
249.75412560045135,-24.397674062685347,-6.0,0.0,168.9611223828249,1
258.86445516378234,-22.868093355742054,-4.0,0.0,174.4611223828249,1
266.9726791838731,-21.797986588272025,-2.0,0.0,181.4611223828249,1
274.4167501322173,-21.177722533597287,0.0,0.0,189.9611223828249,1
281.8237559897394,-20.793101423576907,1.0,0.0,199.9611223828249,1
289.4949310272095,-20.625051463052213,2.0,0.0,209.2111223828249,1
297.69837843902457,-20.643383808394518,3.0,0.0,217.71112238282487,1
306.65723149907933,-20.81139420872616,4.0,0.0,225.4611223828249,1
316.54380670012654,-21.090391602687482,5.0,0.0,232.46112238282493,1
327.4793145805197,-21.443725770941455,6.0,0.0,238.71112238282493,1
339.5380566651357,-21.839914518642754,7.0,0.0,244.21112238282493,1
352.75457337065416,-22.254639027785515,8.0,0.0,248.96112238282495,1
364.3335284873654,-26.634246444863898,8.0,0.0,252.96112238282493,1
374.1253602690192,-32.5445293346211,8.0,0.0,254.96112238282493,1
381.7693159863127,-40.13348856924122,8.0,0.0,250.9611223828249,1
387.5705609415833,-49.45402524864959,8.0,0.0,246.96112238282493,1
393.55535071576327,-60.181973461336625,8.0,0.0,242.9611223828249,1
398.5362308347019,-70.3852678614373,8.0,0.0,238.9611223828249,1
403.12011431869433,-81.13347837024624,8.0,0.0,234.9611223828249,1
407.6614898172949,-91.29544214357497,8.0,0.0,230.9611223828249,1
412.4814103478155,-100.85290257005553,8.0,0.0,226.96112238282487,1
417.848865078765,-109.77898633412997,8.0,0.0,222.9611223828249,1
423.9705724854438,-118.04194304549061,8.0,0.0,218.96112238282487,1
430.9886289189212,-125.60881730153282,8.0,0.0,214.96112238282487,1
438.9847303899934,-132.44868471073661,8.0,0.0,210.96112238282487,1
447.6145452158668,-138.49277272893636,8.0,0.0,206.96112238282484,1
456.4290073354131,-144.06640843336044,8.0,0.0,202.96112238282484,1
465.34228983120283,-149.5422668879903,8.0,0.0,198.96112238282484,1
474.26759153227476,-154.91929157195224,8.0,0.0,194.96112238282484,1
483.1184600276914,-160.19746139200868,8.0,0.0,190.9611223828248,1
491.8099479537285,-165.37756887870145,8.0,0.0,186.96112238282484,1
495.69973486736643,-170.37243817071075,8.0,0.0,182.9611223828248,1
495.8423096124622,178.7031463379003,8.0,0.0,178.9611223828248,1
495.55548494958197,167.77904397232237,8.0,0.0,174.9611223828248,1
494.83991400586234,156.85712130606896,8.0,0.0,170.9611223828248,1
493.6972292784415,145.9392569593552,8.0,0.0,166.96112238282478,1
492.13004684346055,135.02735200387679,8.0,0.0,162.96112238282478,1
490.1419731715314,124.12334053020649,8.0,0.0,158.96112238282478,1
487.7376146654029,113.22920045117463,8.0,0.0,154.96112238282478,1
484.9225900803339,102.34696461240883,8.0,0.0,150.96112238282478,1
481.7035460336381,91.47873227776057,8.0,0.0,146.96112238282478,1
478.0881758571302,80.62668105212238,8.0,0.0,142.96112238282475,1
473.7407600466082,69.9065787858291,8.0,0.0,138.96112238282475,1
468.3453304420661,60.055811829321925,8.0,0.0,134.96112238282475,1
461.66984361182796,51.055734507181896,8.0,0.0,130.96112238282475,1
453.5630096450789,42.885217060324095,8.0,0.0,126.96112238282474,1
443.9437108795205,35.52325142848319,8.0,0.0,122.96112238282474,1
432.78689807683895,28.95073810903954,8.0,0.0,118.96112238282474,1
420.1086996858213,23.151670567362885,8.0,0.0,114.96112238282473,1
405.95248068943175,18.113949566798926,8.0,0.0,110.96112238282473,1
391.34792478322186,13.795049613124226,8.0,0.0,106.96112238282471,1
376.3686187354483,9.441936128052026,8.0,0.0,102.9611223828247,1
361.0902755273655,5.051184409460682,8.0,0.0,98.9611223828247,1
345.5903977667371,0.6189396560300279,8.0,0.0,94.9611223828247,1
329.94793418482743,-3.8591228316679294,8.0,0.0,90.96112238282468,1
314.2429297112633,-8.387834371190602,8.0,0.0,86.96112238282468,1
298.55616883583343,-12.972561977526619,8.0,0.0,82.96112238282468,1
282.96881079917995,-17.619222864726662,8.0,0.0,78.96112238282467,1
267.56201346929913,-22.334274106685108,8.0,0.0,74.96112238282483,1
252.43967485415908,-27.251296884910076,8.0,0.0,74.96112238282483,1
237.6723162938163,-32.40112443671355,8.0,0.0,74.96112238282483,1
223.42774143654023,-37.9604514059254,8.0,0.0,78.96112238282484,1
209.88869921526495,-43.99167074455426,8.0,0.0,82.96112238282484,1
197.27301665188912,-50.55842246277618,8.0,0.0,86.96112238282484,1
185.83625016702632,-57.717750745578385,8.0,0.0,90.96112238282485,1
175.86932299175623,-65.50700891890604,8.0,0.0,94.96112238282485,1
167.6869924307792,-73.92535947773527,8.0,0.0,98.96112238282485,1
161.6030111516502,-82.91303155423819,8.0,0.0,102.96112238282488,1
157.54211522566655,-89.83901075031693,8.0,0.0,106.96112238282488,1
155.49523211251056,-95.55783903116165,8.0,0.0,110.9611223828249,1
155.58364670676306,-101.39453764054413,8.0,0.0,114.96112238282488,1
157.83283851936844,-107.15487213993914,8.0,0.0,118.96112238282488,1
162.16923004441364,-112.65692986594692,8.0,0.0,122.96112238282488,1
168.4357314617319,-117.75800408289355,8.0,0.0,126.9611223828249,1
176.41946595342765,-122.36790617387955,8.0,0.0,130.9611223828249,1
185.881757689655,-126.44770258667529,8.0,0.0,134.9611223828249,1
196.58269569057427,-129.99903705948083,8.0,0.0,138.9611223828249,1
208.29719138646948,-133.05049886013308,8.0,0.0,142.9611223828249,1
220.8231254512335,-135.64544986032226,8.0,0.0,146.96112238282493,1
233.98380525712741,-137.83308206216878,8.0,0.0,150.96112238282493,1
247.62704555540967,-139.6627213164837,8.0,0.0,154.96112238282495,1
261.6226166494125,-141.18065739754607,8.0,0.0,158.96112238282495,1
275.8591540391203,-142.42867602393312,8.0,0.0,162.96112238282495,1
290.2411215132593,-143.44362351199055,8.0,0.0,166.96112238282493,1
304.6860977386248,-144.2575397905705,8.0,0.0,170.96112238282495,1
319.1224742805455,-144.89806752788886,8.0,0.0,174.96112238282495,1
333.48756112223896,-145.3889665142812,8.0,0.0,178.96112238282498,1
347.7260559512642,-145.75064030313771,8.0,0.0,182.96112238282498,1
361.7888211566179,-146.00062893713712,8.0,0.0,186.96112238282498,1
375.6319133304437,-146.1540483080431,8.0,0.0,190.961122382825,1
389.21581637279127,-146.2239711482705,8.0,0.0,194.96112238282498,1
402.5048371671786,-146.22175193051018,8.0,0.0,198.961122382825,1
415.4666304338917,-146.15730119541635,8.0,0.0,202.96112238282498,1
428.0718260661608,-146.03931589453404,8.0,0.0,206.961122382825,1
440.29373782932475,-145.87547229356156,8.0,0.0,210.961122382825,1
452.1081368088754,-145.67258742540872,8.0,0.0,214.96112238282504,1
463.4930765730629,-145.4367543348414,8.0,0.0,218.961122382825,1
474.42875983196086,-145.17345558230434,8.0,0.0,222.96112238282504,1
484.897438578738,-144.88765875252574,8.0,0.0,226.961122382825,1
494.88334141958586,-144.5838970754958,8.0,0.0,230.96112238282504,1
504.37262314173125,-144.26633772072893,8.0,0.0,234.96112238282504,1
513.3533326179778,-143.93883986581125,8.0,0.0,238.96112238282507,1
521.8153959666831,-143.60500425745857,8.0,0.0,242.96112238282507,1
529.7506125284909,-143.26821566649033,8.0,0.0,246.96112238282507,1
537.1526617241691,-142.9316793763264,8.0,0.0,250.9611223828251,1
544.0171192509487,-142.59845262792962,8.0,0.0,254.96112238282493,1
550.3414813798984,-142.27147176394013,8.0,0.0,258.9611223828249,1
556.1251963505588,-141.9535756637683,8.0,0.0,262.96112238282495,1
561.3697020332248,-141.64752593353597,8.0,0.0,266.9611223828249,1
566.0784691522673,-141.35602420491878,8.0,0.0,270.96112238282495,1
570.2570494412065,-141.08172680100037,8.0,0.0,274.96112238282495,1
573.9131281349494,-140.82725694181775,8.0,0.0,278.96112238282495,1
577.0565801977594,-140.59521458464457,8.0,0.0,282.96112238282495,1
579.6995296364644,-140.38818392211766,8.0,0.0,286.96112238282495,1
581.8564111550322,-140.2087384935231,8.0,0.0,290.961122382825,1
583.5440332656099,-140.05944379995822,8.0,0.0,294.96112238282495,1
584.7816417781659,-139.94285725233632,8.0,0.0,298.961122382825,1
585.5909823411993,-139.86152522266121,8.0,0.0,302.96112238282495,1
585.9963603946857,-139.81797691485926,8.0,0.0,306.961122382825,1
586.024696519304,-139.81471472387486,8.0,0.0,310.961122382825,1
585.7055747203985,-139.85420071402513,8.0,0.0,314.961122382825,1
585.0712806713462,-139.93883882440622,8.0,0.0,318.961122382825,1
584.1568263638144,-140.07095240655156,8.0,0.0,322.961122382825,1
582.9999569832497,-140.25275672520772,8.0,0.0,326.961122382825,1
581.6411351672776,-140.48632611610978,8.0,0.0,330.961122382825,1
580.1234971447666,-140.7735556052364,8.0,0.0,334.96112238282507,1
578.4927746407781,-141.11611696288324,8.0,0.0,338.96112238282507,1
576.7971759310068,-141.51540940301058,8.0,0.0,342.961122382825,1
575.1035602731337,-141.94473306963323,8.0,0.0,344.961122382825,1
573.5004500159547,-142.3210812636684,8.0,0.0,340.961122382825,1
572.3390379055431,-146.5987869515235,8.0,0.0,336.96112238282507,1
571.610399137699,-150.77526176066343,8.0,0.0,332.961122382825,1
571.3086679124277,-154.8488607325591,8.0,0.0,328.961122382825,1
571.4313533837521,-158.81889787603308,8.0,0.0,324.96112238282495,1
571.9794727577395,-162.68565245992946,8.0,0.0,320.961122382825,1
572.957497013002,-166.45036646528183,8.0,0.0,316.96112238282495,1
574.3731110858596,-170.11523302398575,8.0,0.0,312.961122382825,1
576.2367967163317,-173.68337510678143,8.0,0.0,308.96112238282495,1
578.5612524289717,-177.1588132850375,8.0,0.0,304.96112238282495,1
581.36067121185,179.45357883700453,8.0,0.0,300.96112238282495,1
577.2653898666173,176.0987830990735,8.0,0.0,296.96112238282495,1
572.14202785614,166.75718157979804,8.0,0.0,292.96112238282495,1
566.7068185067999,158.1509578345833,8.0,0.0,288.96112238282495,1
561.1150271846597,150.25205754102961,8.0,0.0,284.96112238282495,1
555.5355486154689,143.03703448118523,8.0,0.0,280.96112238282495,1
550.1336260234127,136.4868864197387,8.0,0.0,276.9611223828249,1
545.0580564571164,130.58668962997027,8.0,0.0,272.96112238282495,1
540.4322661101504,125.32512298148605,8.0,0.0,268.9611223828249,1
536.3485283291609,120.6939432244571,8.0,0.0,264.96112238282495,1
533.3144722886244,116.7834448011886,8.0,0.0,260.9611223828249,1
531.3435463148064,112.84215372537109,8.0,0.0,256.9611223828249,1
530.4444552749596,108.86908586615988,8.0,0.0,252.9611223828249,1
530.621161775489,104.86378516481408,8.0,0.0,248.96112238282487,1
531.8728874272701,100.82634161052081,8.0,0.0,244.9611223828249,1
534.1941125607859,96.75738768016461,8.0,0.0,240.96112238282487,1
537.6710374627283,92.87097046254395,8.0,0.0,236.96112238282487,1
542.1227920751189,87.66424595527559,8.0,0.0,232.96112238282487,1
547.2214852391356,81.13114235757931,8.0,0.0,228.96112238282487,1
552.4971686822848,73.2578073401975,8.0,0.0,224.96112238282484,1
557.797964776564,63.924790419262514,8.0,0.0,220.96112238282487,1
562.8316813117582,55.3618018732642,8.0,0.0,216.96112238282484,1
567.3682158795107,47.547130886879984,8.0,0.0,212.96112238282484,1
571.2340278988805,40.4598668521072,8.0,0.0,208.96112238282484,1
574.3034556632704,34.08135799939118,8.0,0.0,204.96112238282484,1
576.488873238766,28.39607365163376,8.0,0.0,200.9611223828248,1
577.73098699444,23.392043964351032,8.0,0.0,196.9611223828248,1
577.9900562308065,19.061027918974357,8.0,0.0,192.9611223828248,1
578.2026408264104,15.372216556109777,8.0,0.0,188.96112238282478,1
578.3499228157982,11.574310841933116,8.0,0.0,184.9611223828248,1
578.4616552510114,9.693828354059173,8.0,0.0,180.96112238282478,1
578.5457143776771,9.758081635041428,8.0,0.0,176.96112238282478,1
578.5614016613727,9.76744610505477,8.0,0.0,172.96112238282478,1
578.4699538047564,9.72253579830918,8.0,0.0,168.96112238282478,1
578.2346741686712,9.624164786949978,8.0,0.0,164.96112238282495,1
578.144360766503,9.579206621093507,8.0,0.0,168.96112238282495,1
578.1597527734833,9.588582401998199,8.0,0.0,172.96112238282495,1
578.2426203499864,9.652884487191834,8.0,0.0,176.96112238282498,1
578.3560073615141,9.772408710455213,8.0,0.0,180.96112238282495,1
578.4644359093372,9.9471878859782,8.0,0.0,184.96112238282498,1
578.5340745586054,10.17702551551366,8.0,0.0,188.96112238282498,1
578.5328728142659,10.461528819417444,8.0,0.0,192.96112238282498,1
578.4306648229353,10.800140411042555,8.0,0.0,196.96112238282498,1
578.1992455048465,11.192168118475701,8.0,0.0,200.961122382825,1
577.8124223816154,11.636812621339223,8.0,0.0,204.96112238282498,1
577.2460463000335,12.133192709838951,8.0,0.0,208.961122382825,1
576.4780240938418,12.680368087487192,8.0,0.0,212.96112238282504,1
575.4883160045808,13.277359728874437,8.0,0.0,216.961122382825,1
574.2589204242415,13.923167871592721,8.0,0.0,220.96112238282504,1
572.7738482465564,14.616787769711891,8.0,0.0,224.96112238282504,1
571.0190888355868,15.357223368109304,8.0,0.0,228.96112238282504,1
568.9825693507751,16.14349907547317,8.0,0.0,232.961122382825,1
566.6541089142922,16.974669821750982,8.0,0.0,236.96112238282504,1
564.0253688738903,17.849829585682677,8.0,0.0,240.96112238282504,1
561.0898002049183,18.768118571969826,8.0,0.0,244.96112238282504,1
557.8425889093699,19.728729207332808,8.0,0.0,248.96112238282507,1
554.2806001072795,20.73091111158978,8.0,0.0,252.96112238282504,1
550.4023213751906,21.773975185028476,8.0,0.0,256.96112238282507,1
546.2078057659515,22.85729693752727,8.0,0.0,260.96112238282507,1
541.698614841675,23.980319168674892,8.0,0.0,264.96112238282507,1
536.8777619651272,25.142554091903413,8.0,0.0,268.96112238282507,1
531.7496560218874,26.343584979598138,8.0,0.0,272.96112238282507,1
526.3200456842123,27.583067390361794,8.0,0.0,276.96112238282507,1
520.5959642756476,28.86073002407697,8.0,0.0,280.96112238282507,1
514.5856752511804,30.176375235042684,8.0,0.0,284.96112238282507,1
510.00442583127284,31.412380411460397,8.0,0.0,288.9611223828251,1
506.7923603488279,32.552524793897355,8.0,0.0,292.96112238282507,1
504.8901596481553,33.58192669316859,8.0,0.0,296.9611223828251,1
504.2413336824164,34.48738072808755,8.0,0.0,300.9611223828251,1
503.9783041717657,35.323237495273425,8.0,0.0,304.9611223828251,1
504.0782351637962,36.08331182808004,8.0,0.0,308.9611223828251,1
504.52111321714153,36.76184014487295,8.0,0.0,312.9611223828251,1
505.2904462090066,37.35349899021477,8.0,0.0,316.9611223828251,1
506.3739565852723,37.85342096460608,8.0,0.0,320.9611223828251,1
507.76425754937384,38.257210915571086,8.0,0.0,324.9611223828252,1
509.4595005863769,38.560965256928334,8.0,0.0,328.9611223828251,1
511.4639821447411,38.76129708830604,8.0,0.0,332.9611223828251,1
513.010347733474,38.92543601468082,8.0,0.0,336.9611223828252,1
514.1185904693884,39.0506196416883,8.0,0.0,340.9611223828252,1
514.8112715468071,39.13407578063831,8.0,0.0,344.961122382825,1
515.113599494737,39.17303117683717,8.0,0.0,348.961122382825,1
